id_empresa;nome_empresa;cidade_empresa;categoria_empresa;nome_google_place;latitude;longitude;endereco;categoria_pt
honeydreams;HoneyDreams;Gramado, Rio Grande do Sul, Brazil;E-Commerce, Tourism, Travel;Zoológico de Gramado, RS;-29.4284822;-50.8550942;RS-115, 35 - Várzea Grande, Gramado - RS, 95670-000, Brasil;Comércio Eletrônico, Turismo, Viagem
hookit-cc;Hookit.cc;Porto Alegre, Rio Grande do Sul, Brazil;Advertising, Fashion, Lifestyle, Social Media;;;;;Publicidade, Moda, Estilo de vida, Mídias sociais
hoperman;HOPERMAN;Ramada, Rio Grande do Sul, Brazil;Big Data, Computer, Software;;;;;Big Data, Computador, Software
hora-da-viagem-agencia-de-turismo;Hora da Viagem - Agencia de Turismo;São Paulo, Sao Paulo, Brazil;Travel Agency;Nix Travel Agencia de Viagens e Turismo;-23.5431649;-46.6441259;R. do Arouche, 23 - 08 andar - República, São Paulo - SP, 01219-001, Brasil;Agência de viagens
hora-do-lar;Hora do Lar;São Paulo, Sao Paulo, Brazil;Home and Garden, Home Services, Information Technology, Internet, Software;Hora do Lar;-23.609191;-46.693982;R. Luigi Galvani, 42 - conj 122 - Cidade Monções, São Paulo - SP, 04575-020, Brasil;Casa e Jardim, Serviços Residenciais, Tecnologia da informação, Internet, Software
hora-do-salao;Hora do Salao;São Paulo, Sao Paulo, Brazil;Beauty, Scheduling, Wellness;C.Kamura SP;-23.5636599;-46.6711833;R. da Consolação, 3679 - Cerqueira César, São Paulo - SP, 01416-001, Brasil;Beleza, Agendamento, Bem-Estar
horizon-it;Horizon IT;Restinga Sêca, Rio Grande do Sul, Brazil;Cloud Computing, Cloud Data Services, Information Services, Information Technology;Horizon IT;-29.819269;-53.381185;Restinga Seca - RS, 95010-001, Brasil;Computação em nuvem, Serviços de dados em nuvem, Serviços de informação, Tecnologia da informação
hortie-comércio-varejista;Hortie Comércio Varejista;São Paulo, Sao Paulo, Brazil;B2C, Delivery, E-Commerce, Horticulture, Logistics;;;;;B2C, Entrega, Comércio Eletrônico, Horticultura, Logística
horus-aeronaves;Horus Aeronaves;Florianópolis, Santa Catarina, Brazil;Aerospace, Agriculture, Air Transportation, Drones, Manufacturing;Horus Aeronaves;-27.5705023;-48.508385;Prédio Alfama - R. Parque Tecnológico Alfa, sala 501 - João Paulo, Florianópolis - SC, 88030-000, Brasil;Aeroespacial, Agricultura, Transporte Aéreo, Drones, Manufatura
hostab;HosTab;São Paulo, Sao Paulo, Brazil;Android, Apps, Hotel, iOS, Mobile, Search Engine;;;;;Android, Aplicativos, Hotel, iOS, Celular, Mecanismo de pesquisa
hotel-urbano;Hotel Urbano;Rio De Janeiro, Rio de Janeiro, Brazil;Hospitality, Internet, Reservations, Travel;Copacabana Praia Hotel;-22.9865675;-43.1899974;R. Francisco Otaviano, 38 - Ipanema, Rio de Janeiro - RJ, 22040-080, Brasil;Hotelaria, Internet, Reservas, Viagem
hotelflow;Hotelflow;Rio Grande, Rio Grande do Sul, Brazil;Enterprise Software, Hotel, Management Information Systems;hotelflow;-32.0636727;-52.1604764;Oceantec - Av.Itália,Km 8 - Campus - Carreiros, Rio Grande - RS, 96203-900, Brasil;Software empresarial, Hotel, Sistemas de informação de gerenciamento
hotelli;Hotelli;Rio De Janeiro, Rio de Janeiro, Brazil;Leisure, Tourism, Travel;Grand Hyatt Rio de Janeiro;-23.0106449;-43.3726158;Av. Lúcio Costa, 9600 - Barra da Tijuca, Rio de Janeiro - RJ, 22795-007, Brasil;Lazer, Turismo, Viagem
hotelquando;HotelQuando;Brasil, Sao Paulo, Brazil;Hotel, Leisure, Online Portals, Reservations, Tourism, Travel, Travel Accommodations;HotelQuando;-23.0039068;-43.3182482;Av. das Américas, 500 - Bloco 22, Sala 215 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brasil;Hotel, Lazer, Portais Online, Reservas, Turismo, Viagem, Acomodações de Viagem
hotmart;Hotmart;Belo Horizonte, Minas Gerais, Brazil;Affiliate Marketing, Digital Marketing, Digital Media, Internet, Software;Hotmart;-19.9404884;-43.92277379999999;R. Bernardo Figueiredo, 33 - Serra, Belo Horizonte - MG, 30220-140, Brasil;Marketing de afiliados, Marketing digital, Mídia digital, Internet, Software
hotwords;HOTWords;São Paulo, Sao Paulo, Brazil;Advertising, Internet, Marketing;Hotwords Informação e Tecnologia;-23.598075;-46.68494;Av. Dr. Cardoso de Melo, 1184 - 1º andar, Conjunto 12 - Vila Olímpia, São Paulo - SP, 04548-004, Brasil;Publicidade, Internet, Marketing
house-of-hagens;House of Hagens;São Paulo, Sao Paulo, Brazil;Advertising, Consulting, Corporate Training, Creative Agency, Marketing;House of Hagens;-22.90063;-47.04847240000001;Av. José de Souza Campos, 575 - sl 504/505 - Cambuí, Campinas - SP, 13092-106, Brasil;Publicidade, Consultoria, Treinamento corporativo, Agência criativa, Marketing
hr4less;HR4Less;Rio De Janeiro, Rio de Janeiro, Brazil;Cloud Computing, Human Resources, Recruiting;HR4less;53.33755739999999;-6.2487267;Merrion House, Suite 5, 1-3 Fitzwilliam Street Lower, Dublin, D02 FD63, Irlanda;Computação em nuvem, Recursos humanos, Recrutamento
hreinvent;HReinvent;São Paulo, Sao Paulo, Brazil;Human Resources, Information Services, Information Technology;;;;;Recursos humanos, Serviços de informação, Tecnologia da informação
hrestart;Hrestart;Rio De Janeiro, Rio de Janeiro, Brazil;Human Resources, Information Technology, Software;Hrestart;-22.8945318;-43.1986311;Via Binário do Porto, 299 - 3o andar - Porto, Maravilha - RJ, 20220-325, Brasil;Recursos humanos, Tecnologia da informação, Software
hsystem;HSystem;Florianópolis, Santa Catarina, Brazil;Business Intelligence, Digital Marketing, Hospitality, Internet, Management Consulting;HSystem;-27.5944638;-48.5582158;R. Cristóvão Nunes Píres, 115 - Centro, Florianópolis - SC, 88010-120, Brasil;Inteligência de negócios, Marketing digital, Hotelaria, Internet, Consultoria de gerenciamento
htf-capture;HTF Capture;Itaúna, Minas Gerais, Brazil;Cloud Data Services, Document Management, Information Technology, Internet, Software;HTF Capture;-20.0755448;-44.578036;R. Mariângela Medeiros, 37 - Centro, Itaúna - MG, 35680-507, Brasil;Serviços de dados em nuvem, Gerenciamento de documentos, Tecnologia da informação, Internet, Software
http-https-easyme-com-br;Easyme Tecnologia e Inovação;Vila Velha, Maranhao, Brazil;Contact Management, Financial Services, FinTech;Easyme;-20.3659;-40.3034369;Av. Santa Leopoldina, 1825 - Sala 216 - Coqueiral de Itaparica, Vila Velha - ES, 29102-041, Brasil;Gerenciamento de contatos, Serviços financeiros, FinTech
htx-systems;HTX Systems;Três Rios, Rio de Janeiro, Brazil;Biometrics, Cyber Security, Identity Management, Network Security, Security;;;;;Biometria, Cibersegurança, Gerenciamento de Identidades, Segurança de Redes, Segurança
hub-express;Hub Express;Novo Hamburg, Rio Grande do Sul, Brazil;Internet, Manufacturing;The Hub Express;25.2587549;55.2973255;Al Sharafi Center - Dubai - Emirados Árabes Unidos;Internet, Manufatura
hubbers-3af1;Hubbers;São Paulo, Sao Paulo, Brazil;Real Estate;Hubbers Real Estate;-23.6032545;-46.69118;R. Quintana, 711 - Cidade Monções, São Paulo - SP, 04569-011, Brasil;Imobiliária
hubblefy;Hubblefy;São Paulo, Sao Paulo, Brazil;Enterprise Software, Human Resources, Information Technology, Internet, Messaging, Mobile Apps, SaaS;Hubblefy;-23.554167;-46.662198;Av. Angélica, 2529 - Bela Vista, São Paulo - SP, 01227-200, Brasil;Software empresarial, Recursos humanos, Tecnologia da informação, Internet, Mensagens, Aplicativos móveis, SaaS
hubify-d192;Hubify;São Paulo, Sao Paulo, Brazil;Marketing;Hubify Marketing Performance;-23.5966452;-46.6869082;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04547-130, Brasil;Marketing
hubjur;HubJur;São Paulo, Sao Paulo, Brazil;Internet, Marketplace, Online Portals, Professional Services;Busco Advogados | Hubjur;-23.533888;-46.66704499999999;Rua Paraguaçu, 526 - Perdizes, São Paulo - SP, 05006-011, Brasil;Internet, Marketplace, Portais Online, Serviços Profissionais
hubt;Hubt;Florianópolis, Santa Catarina, Brazil;Advertising, E-Commerce, Internet, Software;Hubt;-27.596754;-48.5223569;R. Des. Vítor Lima, 260 - 203 - Trindade, Florianópolis - SC, 88040-400, Brasil;Publicidade, Comércio Eletrônico, Internet, Software
huggy;Huggy;Feira De Santana, Bahia, Brazil;Computer, Digital Marketing, Marketing, Software;Huggy - Atendimento Digital;-12.252363;-38.951712;Avenida, R. Gov. Juraci Magalhães, 853 - Ponto Central, Feira de Santana - BA, 44075-115, Brasil;Computador, Marketing Digital, Marketing, Software
hum2-desenvolvimento-humano;HUM2 Desenvolvimento Humano;Campinas, Goias, Brazil;EdTech, Education, Information Technology, SaaS, Software;HUM2 Desenvolvimento Humano;-22.8929901;-46.9920789;R. Avelino Silveira Franco, 149 - Vila Sônia (Sousas), Campinas - SP, 13092-870, Brasil;EdTech, Educação, Tecnologia da informação, SaaS, Software
humanrobotics;HumanRobotics;Curitiba, Parana, Brazil;Artificial Intelligence, Consumer Electronics, Human Resources, Robotics;Human Robotics;-25.453785;-49.2529808;R. Imac. Conceição, 1430 - Rebouças, Curitiba - PR, 82590-300, Brasil;Inteligência Artificial, Bens de Consumo Eletrônicos, Recursos Humanos, Robótica
huntax;Huntax;Curitiba, Parana, Brazil;FinTech, SaaS, Software;;;;;FinTech, SaaS, Software
hunterco;HunterCo;Joinville, Santa Catarina, Brazil;B2B, Human Resources, Professional Services, Social Recruiting;HunterCo;-26.3119137;-48.8437922;Rua Alexandre Schlemm, 300 - Bucarein, Joinville - SC, 89202-417, Brasil;B2B, Recursos humanos, Serviços profissionais, Recrutamento social
hupdata;HupData;São Paulo, Sao Paulo, Brazil;Analytics, Big Data, Data Integration, Data Mining, Information Technology, Machine Learning;HupData Soluções em Análise de Dados;-23.5586162;-46.6592801;Av. Paulista, 2028 - 11º andar - Bela Vista, São Paulo - SP, 01310-200, Brasil;Análise, Big Data, Integração de dados, Mineração de dados, Tecnologia da informação, Machine Learning
hy-biotech;Hy Biotech;Campina Grande, Paraiba, Brazil;Biotechnology, Life Science, Product Research;HY Biotech;-7.2057534;-35.9189208;R. Emíliano Rosendo da Silva, 115 - Universitário, Campina Grande - PB, Brasil;Biotecnologia, Ciências da Vida, Pesquisa de Produtos
hydrobytes-technologies;HydroBytes Technologies;Florianópolis, Santa Catarina, Brazil;Industrial Automation;HydroBytes Technologies;-25.446926;-49.24472;Av. Com. Franco, 1341 - Jardim Botânico, Curitiba - PR, 80215-090, Brasil;Automação industrial
hypefy;Hypefy;Belo Horizonte, Minas Gerais, Brazil;Information Technology, Mobile;BH Shopping;-19.9746033;-43.9436579;BR-356, 3049 - Belvedere, Belo Horizonte - MG, 30320-900, Brasil;Tecnologia da informação, Mobile
hyper-ar;Hyper AR;São Paulo, Sao Paulo, Brazil;Augmented Reality, Education, Virtual Reality;;;;;Realidade Aumentada, Educação, Realidade Virtual
hyper-immersive;Hyper Immersive;São Paulo, Sao Paulo, Brazil;Consulting, Creative Agency, Event Management, Virtual Reality;;;;;Consultoria, Agência de criação, Gerenciamento de eventos, Realidade virtual
hypnobox;Hypnobox;São Paulo, Sao Paulo, Brazil;Information Services, Information Technology, Real Estate, Software;Hypnobox;-23.5652852;-46.6930631;Rua Cardeal Arcoverde, 2365 - Cj 52 - Pinheiros, São Paulo - SP, 05407-003, Brasil;Serviços de informação, Tecnologia da informação, Imóveis, Software
hytrade-marketing-digital;HyTrade Marketing Digital;São Paulo, Sao Paulo, Brazil;Consulting, Email Marketing;Hytrade Marketing e Comunicação;-23.5451302;-46.7593926;R. Maria Teresa Farabulini Rodrigues, 294 - Jaguaré, São Paulo - SP, 05327-000, Brasil;Consultoria, Email Marketing
i-systems;I.Systems;Campina, Sao Paulo, Brazil;Industrial Automation, Information Technology, Internet, Internet of Things, Software;I.Systems;-22.8842815;-47.0554214;R. Alberto Cerqueira Lima, 249 - Taquaral, Campinas - SP, 13076-010, Brasil;Automação industrial, Tecnologia da informação, Internet, Internet das coisas, Software
i10-studio;I10 Studio;São Vicente, Pernambuco, Brazil;Small and Medium Businesses;i10 Design Studio;-27.1710677;-49.5864682;Rua Guilherme Meriz, 177 - Rainha, SC, 89162-126, Brasil;Pequenas e Médias Empresas
i2h-innovation-to-health;I2H - Innovation to Health;São Paulo, Sao Paulo, Brazil;Fitness;;;;;Ginástica
i2o---industrial-intelligence-online;I2O - Industrial Intelligence Online;Belo Horizonte, Minas Gerais, Brazil;Business Intelligence, Industrial, Information Technology, SaaS, Software;;;;;Inteligência de negócios, Industrial, Tecnologia da informação, SaaS, Software
i4b-solutions;I4B Solutions;São Paulo, Sao Paulo, Brazil;Innovation Management, Management Consulting;;;;;Gerenciamento de Inovação, Consultoria de Gerenciamento
i4sea;i4sea;Salvador, Sao Paulo, Brazil;Marine Technology, Shipping, Software;i4sea;-12.9366109;-38.356727;Qd CS1, Lote 6, Av. Luís Vianna Filho, Av. Alphaville, Sala 306, Salvador - BA, 41730-101, Brasil;Tecnologia Marinha, Navegação, Software
i9-br-group;i9 BR Group;São Paulo, Sao Paulo, Brazil;Consulting, Information Technology;I9BRGROUP;-23.5717483;-46.6389291;R. Apeninos, 485 - Liberdade, São Paulo - SP, 01533-000, Brasil;Consultoria, Tecnologia da informação
i9access;i9access;Porto Alegre, Rio Grande do Sul, Brazil;Health Care, Medical, Professional Services, Software;i9Access;-30.068311;-51.12042539999999;Prédio 43424 - Av. Bento Gonçalves, 9500 - Sala 119 - Agronomia, Porto Alegre - RS, 91501-970, Brasil;Assistência Médica, Medicina, Serviços Profissionais, Software
iagro;Tarvos;São Paulo, Sao Paulo, Brazil;Agriculture, AgTech, Farming, Internet of Things, Software;Tarvos;-23.571511;-46.6393488;Rua Vergueiro, 1061 - Liberdade, São Paulo - SP, 01504-001, Brasil;Agricultura, AgTech, Agricultura, Internet das Coisas, Software
iaprendi;IAPRENDI;Campinas, Goias, Brazil;Beauty, Fashion, Women's;;;;;Beleza, Moda, Mulher
iarremate;IArremate;São Lourenço, Santa Catarina, Brazil;Art, Auctions, Online Auctions;Alexandria Arte & Livros;-25.4287497;-49.2732874;Tv. Nestor de Castro, 223 - 2 - Centro, Curitiba - PR, 80020-120, Brasil;Arte, Leilões, Leilões Online
ibcmediasystems;IBCmediasystems;São Paulo, Sao Paulo, Brazil;Information Technology;;;;;Tecnologia da informação
ibid;IBID e-Procurement;Santa Catarina, Sao Paulo, Brazil;Enterprise Software, SaaS;IBID IT Solutions;-27.5446197;-48.5000984;Salas 01 e 02 CEP 88.032-005, Rod. José Carlos Daux, 4150 - Saco Grande, Florianópolis - SC, 88032-005, Brasil;Software corporativo, SaaS
ibliss-digital-security;IBLISS Digital Security;São Paulo, Sao Paulo, Brazil;Compliance, Cyber Security, Network Security, Risk Management, Security;IBLISS Digital Security;-23.5543238;-46.6630022;Edifício Pedras Altas - Av. Angélica, 2582 - cj 22 - Higienópolis, São Paulo - SP, 01228-200, Brasil;Conformidade, Segurança cibernética, Segurança de rede, Gerenciamento de riscos, Segurança
iboux-education;Iboux Education;São Paulo, Sao Paulo, Brazil;E-Learning, EdTech, Education, SaaS, Software;;;;;E-Learning, EdTech, Educação, SaaS, Software
ibra;IBRA;Belo Horizonte, Minas Gerais, Brazil;Career Planning, Human Resources, Professional Services;IBRA Outplacement;-19.9369083;-43.93429829999999;R. Tomé de Souza, 810 - Conj. 501 - Savassi, Belo Horizonte - MG, 30130-141, Brasil;Planejamento de Carreira, Recursos Humanos, Serviços Profissionais
icao-online;ICAO online;São Paulo, Sao Paulo, Brazil;E-Learning, Education, Language Learning, Personal Development;Aeroporto de São Paulo/Congonhas;-23.6273246;-46.6565842;Av. Washington Luís, s/nº - Vila Congonhas, São Paulo - SP, 04626-911, Brasil;E-Learning, Educação, Aprendizado de Idiomas, Desenvolvimento Pessoal
icaptor;ICaptor;São Paulo, Sao Paulo, Brazil;Information Technology, Logistics, Marketing Automation, Smart Cities, Software;ICaptor - Plataforma de Automação RPA;-23.5688823;-46.64676920000001;Av. Paulista, 326 - Bela Vista, São Paulo - SP, 01310-100, Brasil;Tecnologia da informação, Logística, Automação de marketing, Cidades inteligentes, Software
icare-games;ICare Games;Recife, Bahia, Brazil;Gaming, Mobile Apps, Software, Video Games;;;;;Jogos, Aplicativos móveis, Software, Jogos de vídeo
iclinic;iClinic;Ribeirão Prêto, Minas Gerais, Brazil;Financial Services, Health Care, Medical, SaaS, Software;iClinic;-21.1996825;-47.8076778;Trio Office - Av. Pres. Vargas, 1265 - 401 - Alto da Boa Vista, Ribeirão Preto - SP, 14025-700, Brasil;Serviços financeiros, Assistência médica, SaaS, Software
icomm-agência-digital;IComm Agência Digital;São Paulo, Sao Paulo, Brazil;E-Commerce, Retail;Linka - Serviços de Marketing Digital em SP;-23.5688619;-46.6464484;Av. Paulista, 302 - Bela Vista, São Paulo - SP, 01310-000, Brasil;Comércio Eletrônico, Varejo
icomply-e4f1;iCOMPLY;São Paulo, Sao Paulo, Brazil;Apps, Compliance, Consulting, Web Apps, Web Development;;;;;Aplicativos, Compliance, Consultoria, Aplicativos Web, Desenvolvimento Web
içougue;Içougue;São Paulo, Sao Paulo, Brazil;B2B, B2C, Consumer Goods, Delivery, Marketplace;içougue;-23.5666085;-46.6508916;Av. Paulista, 807 - Bela Vista, São Paulo - SP, 01311-100, Brasil;B2B, B2C, Bens de consumo, Entrega, Mercado
icozweb-digital-solutions;IcozWeb Digital Solutions;Lençóis Paulista, Sao Paulo, Brazil;E-Commerce, Enterprise Resource Planning (ERP), Shopping, Web Hosting;;;;;Comércio eletrônico, Planejamento de recursos empresariais (ERP), Compras, Hospedagem na web
icx-labs;ICX Labs;São Paulo, Sao Paulo, Brazil;Analytics, Artificial Intelligence, Big Data, Internet of Things, Retail;ICX Labs;-23.5985923;-46.6824746;R. Gomes de Carvalho, 921 - Vila Olímpia, São Paulo - SP, 04547-003, Brasil;Análise, Inteligência Artificial, Big Data, Internet das Coisas, Varejo
id7-design-studio;ID7 Design Studio;São Paulo, Sao Paulo, Brazil;Advertising, Internet, Marketing, Web Design;ID7 Studio;-23.596237;-46.606478;R. Bom Pastor, 2224 - 7º andar - Cj. 707 - Ipiranga, São Paulo - SP, 04203-002, Brasil;Publicidade, Internet, Marketing, Web Design
idea-product-development;Idea - Product Development;Recife, Bahia, Brazil;Business Development, Information Services, Small and Medium Businesses;Idea - product development;-8.1277531;-34.9150606;Av. Mal. Mascarenhas de Morais, 4861 - Sala 1 - FOZ, Recife - PE, 51150-004, Brasil;Desenvolvimento comercial, Serviços de informação, Pequenas e médias empresas
idealizza;Idealizza;Recife, Bahia, Brazil;SaaS, Software, Software Engineering;Idealizza;-8.062267;-34.872633;Recife, PE, 50030-220, Brasil;SaaS, Software, Engenharia de Software
