OrganizationID;"Organization Name";"Headquarters Location";LinkedIn
skep;Skep;"São Paulo, Sao Paulo, Brazil";"Education, Personal Development, Training"
skola;"VOA educação";"Rio De Janeiro, Rio de Janeiro, Brazil";"Analytics, Big Data, EdTech, Education"
skoob;Skoob;"Rio De Janeiro, Rio de Janeiro, Brazil";"EBooks, Information Technology, Social Bookmarking, Social Media, Social Network"
skore;Skore;"São Paulo, Sao Paulo, Brazil";"Education, Enterprise Software, Internet, Knowledge Management, Social Media, Software"
skrow-innovation;"Skrow Innovation";"Porto Alegre, Rio Grande do Sul, Brazil";"Information Technology, Internet, Web Design"
skuad;Skuad;"São Paulo, Sao Paulo, Brazil";"Advertising, Analytics, Marketing"
skullfish-studios;"Skullfish Studios";"São Paulo, Sao Paulo, Brazil";"Graphic Design, Information Services, Information Technology, Virtual Reality"
skwäd-digital-network;"SKWÄD Digital Network";"São Paulo, Sao Paulo, Brazil";Consulting
sky-in-one;Sky.One;"São Paulo, Sao Paulo, Brazil";"Cloud Computing, Information Services, Information Technology, PaaS, SaaS, Software"
sky-monkeys-digital;"Sky monkeys digital";"Curitiba, Parana, Brazil";"Advertising, Internet, Search Engine, Social Media"
skydrones;SkyDrones;"Porto Alegre, Rio Grande do Sul, Brazil";"Aerospace, Drones, Photography"
skyerp;SkyErp;"São Paulo, Sao Paulo, Brazil";"Enterprise Resource Planning (ERP), Information Technology, Internet, Small and Medium Businesses, Software"
slight-apps;"Slight Apps";"Curitiba, Parana, Brazil";"Apps, Big Data, Software"
smart-dealer;"Smart Dealer";"São José, Santa Catarina, Brazil";"Automotive, Finance, Internet"
smart-entrega;"Smart Entrega";"São Paulo, Sao Paulo, Brazil";"Delivery, Logistics, Transportation"
smart-imobiliário;"Smart Imobiliário";"Recife, Bahia, Brazil";"CRM, E-Commerce, Management Information Systems, Real Estate, Trading Platform"
smart-moving-systems;"Smart Moving Systems";"Campinas, Goias, Brazil";"Information Technology, Outsourcing, RFID"
smart-nx;"Smart NX";"Juiz De Fora, Minas Gerais, Brazil";"B2B, Business Information Systems, Internet, Professional Services, Software"
smart-projects-consultoria-e-participacoes-eireli;"Smart Projects Consultoria e Participacoes Eireli";"São Paulo, Sao Paulo, Brazil";"Analytics, Artificial Intelligence, Consulting, FinTech, Information Technology, Internet"
smart-retail;"Smart Retail";"Juiz De Fora, Minas Gerais, Brazil";"Information Technology, Marketing, Marketing Automation, Retail"
smart-tech-brasil;"Smart Tech Brasil";"Bauru, Sao Paulo, Brazil";"Industrial Automation, Internet of Things, Training"
smartalk;Smartalk;"Belo Horizonte, Minas Gerais, Brazil";Training
smartapps;Smartapps;"Itajubá, Minas Gerais, Brazil";"Apps, Cloud Computing, Hardware, Internet of Things, PaaS, SaaS, Software"
smartbill-recurrence-backoffice;"Smartbill Assinaturas";"São Paulo, Sao Paulo, Brazil";"FinTech, Payments, Subscription Service"
smartbreeder;Smartbreeder;"Piracicaba, Sao Paulo, Brazil";"Agriculture, AgTech, Artificial Intelligence, Farming, Predictive Analytics, Sustainability"
smarters;smarters;"São Paulo, Sao Paulo, Brazil";"Artificial Intelligence, Big Data, Internet"
smartfarm;Smartfarm;"Natal, Rio Grande do Norte, Brazil";"Agriculture, AgTech, Information Technology, SaaS, Software"
smartmei;SmartMEI;"Brasil, Sao Paulo, Brazil";"Apps, Collection Agency, Financial Services, Internet"
smartpromoter;SmartPromoter;"São Paulo, Sao Paulo, Brazil";"Information Technology, Point of Sale, SaaS"
smartrips;Smartrips;"São Paulo, Sao Paulo, Brazil";"Hotel, Reservations, Travel"
smartsíndico;SmartSíndico;"São Paulo, Sao Paulo, Brazil";"Mobile Apps, Real Estate Investment"
smarttbot;SmarttBot;"Belo Horizonte, Minas Gerais, Brazil";"Finance, FinTech, Stock Exchanges"
smartwork-0cf2;SmartWork;"São Paulo, Sao Paulo, Brazil";"Facility Management, Information Technology, Rental"
smash-7467;Smash!;"São Paulo, Sao Paulo, Brazil";"Recreation, Sports, Tennis"
smashpoints;SmashPoints;"São Paulo, Sao Paulo, Brazil";"Apps, Financial Services, Information Technology, Loyalty Programs"
sneezy;Sneezy;"São Paulo, Sao Paulo, Brazil";News
snitch-f7f6;Snitch;"Curitiba, Parana, Brazil";"Cyber Security, Internet of Things, Software"
sob-demanda;"Sob Demanda";"Uberlândia, Minas Gerais, Brazil";"Content, Legal, Legal Tech, Online Forums, Social Network"
sobrazero;SobraZero;"Rio, Rio de Janeiro, Brazil";"Environmental Consulting"
sociact;Sociact;"Minas Gerais, Acre, Brazil";"Advertising, Cause Marketing, Internet"
social-bank;"Social Bank";"Uberlândia, Minas Gerais, Brazil";"Banking, Finance, Financial Services, Internet"
social-comics;"Social Comics";"São Paulo, Sao Paulo, Brazil";"Apps, Comics, Digital Media, E-Commerce, Publishing, Social Media"
social-intelligence-group;"Social Intelligence Group";"São José Dos Campos, Sao Paulo, Brazil";"Education, Health Care"
social-miner;"Social Miner";"Brasil, Sao Paulo, Brazil";"E-Commerce, Information Technology, Marketing Automation"
socialbase;SocialBase;"Florianópolis, Santa Catarina, Brazil";"Apps, Enterprise Software, Information Technology, Social Media, Web Development"
socialwave;SocialWave;"Curitiba, Parana, Brazil";"Digital Entertainment, Event Management, Event Promotion, Fitness, Social Media"
sociedade-brasileira-de-criptomoedas;"Sociedade Brasileira de Criptomoedas";"São Paulo, Sao Paulo, Brazil";"Communities, Internet"
sócio-da-saúde;Far-me;"Belo Horizonte, Minas Gerais, Brazil";"B2C, E-Commerce, Health Care, Medical"
sócio-jogador;"Sócio Jogador";"São Paulo, Sao Paulo, Brazil";"B2B, Internet, SaaS, Software, Sports"
sociosferas;Sociosferas;"São Paulo, Sao Paulo, Brazil";"Communities, Social Media"
socitrip;Socitrip;"Rio De Janeiro, Rio de Janeiro, Brazil";"Internet, Leisure, Tourism, Travel, Web Apps"
socyalize;socYalize;"São Caetano Do Sul, Sao Paulo, Brazil";"Gamification, Internet, Social Network"
softaware-2;Softaware;"Campina Grande, Paraiba, Brazil";"Cloud Computing, Information Technology, Internet, Software, Web Development"
softruck;SOFTRUCK;"Belo Horizonte, Minas Gerais, Brazil";"Information Technology, Real Time, Software, Transportation"
softvel;Softvel;"Cascavel, Sao Paulo, Brazil";"Customer Service, Information Technology, Management Information Systems, Professional Services, Software, Software Engineering"
software-start;"Software Start";"Barueri, Sao Paulo, Brazil";"Information Services, Information Technology, Software"
sohtec;SOHTEC;"Porto Alegre, Rio Grande do Sul, Brazil";"B2C, Information Technology, Marketing Automation, Real Estate, SaaS"
sol-lar-o-sol-nasce-para-todos;"Sol Lar - O Sol nasce para todos!";"Belo Horizonte, Minas Gerais, Brazil";"Clean Energy, Renewable Energy, Solar"
solarcoin;SolarCoin;"Itá, Santa Catarina, Brazil";"Bitcoin, Charity, Crowdsourcing, Finance, FinTech, Non Profit, Solar"
solaris-telecom;"Solaris Telecom";"São Paulo, Sao Paulo, Brazil";"Communications Infrastructure, Information Technology, Telecommunications"
solcast-soluções;"Solcast Soluções";"Jaboticabal, Sao Paulo, Brazil";"Information Technology"
solidarium-mercado-de-artesanato-e-serviços-digitais;"Solidarium Mercado de Artesanato e Serviços Digitais";"Paraná, Espirito Santo, Brazil";"Fashion, Handmade, Marketplace, Private Social Networking, Retail, Web Design"
solinftec;Solinftec;"Araçatuba, Sao Paulo, Brazil";"Agriculture, Communication Hardware, Enterprise Software, Industrial Automation, Mobile, Mobile Apps, Software"
solis-b3fa;Solis;"Birigui, Sao Paulo, Brazil";"Energy, Service Industry, Solar"
solucionare-logística-jurídica;"Solucionare Logística Jurídica";"Belo Horizonte, Minas Gerais, Brazil";"Advice, Consulting, Legal, Legal Tech, SaaS"
solucx;SoluCX;"São Paulo, Sao Paulo, Brazil";"Customer Service, Information Services, Information Technology, Software"
soluti;Soluti;"Goiânia, Goias, Brazil";"Hardware, Information Services, Information Technology, Software"
solutions-one;"Solutions One";"São Paulo, Sao Paulo, Brazil";"E-Commerce, Information Technology"
sonho-do-primeiro-imóvel;"Sonho do Primeiro Imóvel";"São Paulo, Sao Paulo, Brazil";"B2C, Consumer, E-Commerce, Media and Entertainment, Real Estate"
sonho-exe;Sonho.exe;"Rio, Rio de Janeiro, Brazil";"Corporate Training, Sales, Training"
sonne;SONNE;"São Paulo, Sao Paulo, Brazil";"Machine Learning, Management Consulting, Project Management, SaaS"
sonoma;Sonoma;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Hospitality, Wine And Spirits"
sontra;Sontra;"São Paulo, Sao Paulo, Brazil";"Customer Service, Logistics, Transportation"
sophie-juliet;"Sophie & Juliete";"São Paulo, Sao Paulo, Brazil";"Direct Sales, E-Commerce, Fashion, Internet, Jewelry, Social Media"
sotaque-mais;"Sotaque Mais";"Salvador, Sao Paulo, Brazil";"Advertising, Architecture, Events, Internet, Marketing"
sou-genial;"Sou Genial";"São Paulo, Sao Paulo, Brazil";"Human Resources, Sustainability"
souartistapro;SouArtistaPro;"Paraná, Espirito Santo, Brazil";"Internet, Software"
souldelas;SoulDelas;"Rio De Janeiro, Rio de Janeiro, Brazil";"Communities, Social Entrepreneurship, Women's"
soundy-design;"Soundy Design";"São Paulo, Sao Paulo, Brazil";"Mobile Apps, Web Apps, Web Design, Web Development"
sousmile;SouSmile;"São Paulo, Sao Paulo, Brazil";"Fashion, Health Care"
space-hunters;"Space Hunters";"Pôrto Alegre, Mato Grosso, Brazil";"Analytics, Artificial Intelligence, Business Intelligence, Real Time"
space-innovation;"Space Innovation";"São Paulo, Sao Paulo, Brazil";"Innovation Management"
space-n-desk;Space’n’Desk;"São Paulo, Sao Paulo, Brazil";"Business Development, Coworking, Real Estate"
spacetrip4us;SpaceTrip4Us;"São Paulo, Sao Paulo, Brazil";"Education, Training"
spacy;Spacy;"Recife, Bahia, Brazil";"Information Services, Information Technology"
speakr-fm;Speakr.fm;"Campinas, Goias, Brazil";"Music, Social Media"
speclab;SpecLab;"Sumaré, Sao Paulo, Brazil";"Agriculture, Analytics, Artificial Intelligence, Biotechnology, Farming, Information Technology, Software"
specta;Specta;"Rio De Janeiro, Rio de Janeiro, Brazil";"Information Technology, SaaS, Software"
speedio;Speedio;"São Paulo, Sao Paulo, Brazil";"B2B, Big Data, Internet, Machine Learning, Software"
spexia-tecnologia;"Spexia Tecnologia";"Uberlândia, Minas Gerais, Brazil";"Information Services, Information Technology"
spin-exponential-business;"Spin Exponential Business";"Jaraguá Do Sul, Santa Catarina, Brazil";"Consulting, Education, Information Technology, Software"
spiralem;Spiralem;"São Paulo, Sao Paulo, Brazil";"Finance, FinTech, Management Consulting, Training"
spirit-fanfics-e-histórias;"Spirit Fanfics e Histórias";"Campinas, Goias, Brazil";"Apps, Content, Publishing"
splitplay;SplitPlay;"Rio De Janeiro, Rio de Janeiro, Brazil";"Online Games, PC Games, Video Games"
sporti-903e;SporTI;"Belo Horizonte, Minas Gerais, Brazil";"Event Management, Events, Sports"
spotapp;SpotApp;"São Paulo, Sao Paulo, Brazil";"Apps, Internet, Mobile Apps"
spotwish;Spotwish;"São Paulo, Sao Paulo, Brazil";"Apps, Mobile, Software"
sppin;Sppin;"Belo Horizonte, Minas Gerais, Brazil";"Innovation Management"
spro-it-solutions;"SPRO IT Solutions";"Curitiba, Parana, Brazil";"Agriculture, Analytics, Big Data, Consulting, Enterprise Resource Planning (ERP), Industrial, Information Technology, Internet of Things, Productivity Tools, Real Time"
squid-facil;"Squid Facil";"Sorocaba, Sao Paulo, Brazil";"E-Commerce, SaaS, Telecommunications"
squid-it;"Squid it";"São Paulo, Sao Paulo, Brazil";"Advertising, Advertising Platforms, B2B, Communications Infrastructure, Digital Media, Marketing"
srsul-sistemas-inteligentes;"SRSul Sistemas Inteligentes";"Blumenau, Santa Catarina, Brazil";"B2B, Internet, Mobile Apps, Web Apps"
stac-1ddf;STAC;"Foz Do Iguaçu, Parana, Brazil";"Computer, Software"
stairs-game-studio;"Stairs Game Studio";"Campina Grande, Paraiba, Brazil";"Advertising, Events, Video Games"
stallo;Sttalo;"Santa Maria, Rio Grande do Sul, Brazil";"3D Technology, Industrial, Industrial Automation, Information Technology"
starpay-dd0e;StarPay;"São Paulo, Sao Paulo, Brazil";"Finance, Financial Services, FinTech, Mobile Payments, Payments"
start-investimentos;"Start Investimentos";"Belo Horizonte, Minas Gerais, Brazil";"Financial Services, FinTech"
start-me-up;"Start Me Up";"São Paulo, Sao Paulo, Brazil";"Finance, Financial Services"
startdireito;StartDireito;"São Paulo, Sao Paulo, Brazil";"Legal, Legal Tech, Marketplace"
startico;Startico;"São Paulo, Sao Paulo, Brazil";"B2B, Marketplace, Real Estate, Rental, Smart Cities"
startonapp;StartOnApp;"Salvador, Sao Paulo, Brazil";"Information Technology, Mobile Apps, Social Entrepreneurship"
startse;StartSe;"São Paulo, Sao Paulo, Brazil";"Association, Banking, Communities, Information Services, Information Technology, Internet"
startup-diário;"Startup Diário";"São Paulo, Sao Paulo, Brazil";"Online Portals, Social Entrepreneurship, Web Browsers"
startup-labs-7f70;"StartUp Labs";"Taguatinga, Distrito Federal, Brazil";Education
startup-mundi;"Startup Mundi";"Florianópolis, Santa Catarina, Brazil";"B2B, E-Learning, EdTech, Education, Gaming"
startupbase;StartupBase;"Niterói, Amazonas, Brazil";"Web Hosting"
startupeando;Startupeando;"São Paulo, Sao Paulo, Brazil";"Advertising, Information Services, News, Non Profit"
startupgrid-network;"StartupGrid Network";"Rio De Janeiro, Rio de Janeiro, Brazil";"Corporate Training, Coworking, Education, Enterprise, Professional Networking"
startupi;Startupi;"São Paulo, Sao Paulo, Brazil";"Innovation Management, Internet, News, Publishing, Social Entrepreneurship, Software"
startupms;StartupMS;"Campo Grande, Sao Paulo, Brazil";"Non Profit, Software"
startupnews;Startupnews;"Porto Alegre, Rio Grande do Sul, Brazil";News
stattus4;Stattus4;"Sorocaba, Sao Paulo, Brazil";"Artificial Intelligence, CleanTech, Machine Learning, Smart Cities, Sustainability"
stayapp;StayApp;"Goiânia, Goias, Brazil";"Direct Marketing, Information Technology, Marketing, Marketing Automation, Retail"
stayfilm;Stayfilm;"São Paulo, Sao Paulo, Brazil";"Apps, Collaboration, Film, Music, Photography, Social Media, Video, Video Editing"
stelo;Stelo;"Barueri, Sao Paulo, Brazil";"Finance, Financial Services, Payments"
sticorp;Sticorp;"Bauru, Sao Paulo, Brazil";"Document Management, Information Technology, Internet, SaaS, Software"
stilingue;Stilingue;"São Paulo, Sao Paulo, Brazil";"Artificial Intelligence, Marketing, Software"
stolzlabs;Stolzlabs;"São Paulo, Sao Paulo, Brazil";"B2C, Finance, Information Technology, SaaS, Software"
stone-pagamentos-sa;"Stone Pagamentos SA";"Jardim Paulista, Sao Paulo, Brazil";"Business Development, Financial Services, Information Technology, Point of Sale, Transaction Processing"
stoodi;Stoodi;"São Paulo, Sao Paulo, Brazil";"E-Learning, Education, Information Technology, Internet"
storme;Storme;"Rio De Janeiro, Rio de Janeiro, Brazil";"Information Technology, Internet"
storymax;StoryMax;"São Paulo, Sao Paulo, Brazil";"Android, Children, Digital Media, EBooks, Education, iOS, Media and Entertainment, Mobile Apps, Reading Apps, STEM Education, Young Adults"
stratsphera;Stratsphera;"São Paulo, Sao Paulo, Brazil";"Finance, Financial Services, Information Technology, Software"
streamsoft-games;"StreamSoft Games";"Joinville, Santa Catarina, Brazil";"Gaming, Virtual Reality"
street-league-skateboarding;"Street League Skateboarding";"Rio, Rio de Janeiro, Brazil";"Events, Media and Entertainment, Sports"
street-programming-co;"Street Programming Co.";"São Paulo, Sao Paulo, Brazil";"Cloud Computing, Mobile Apps, Software Engineering, Web Development"
streetapp;StreetApp;"Rio De Janeiro, Rio de Janeiro, Brazil";"Apps, Information Services, Information Technology, Software"
stresscan;Stresscan;"Presidente Prudente, Sao Paulo, Brazil";"Agriculture, AgTech, Farming"
strider;Strider;"Belo Horizonte, Minas Gerais, Brazil";"Agriculture, Chemical, Mobile Apps"
studiofabrica105;Studiofabrica105;"São Paulo, Sao Paulo, Brazil";"Advice, Consulting, Graphic Design, Internet, Product Design"
studos;Studos;"Florianópolis, Santa Catarina, Brazil";"Developer Platform, Education, Secondary Education"
stup-sistemas;"Stup UX";"Balneário De Camboriú, Santa Catarina, Brazil";"Apps, Electronics, Hardware, Internet, Mobile, Mobile Advertising, Mobile Payments, Software"
styme;Styme;"São Paulo, Sao Paulo, Brazil";"CRM, Customer Service, Information Technology"
sua-casa-limpa-intermediações-e-portal-de-internet;"Sua Casa Limpa Intermediações e Portal de Internet";"São Paulo, Sao Paulo, Brazil";"B2C, CleanTech, Family, Home Services, Professional Services"
sua-medida;"Sua Medida";"Rio De Janeiro, Rio de Janeiro, Brazil";"Electronics, Physical Security"
sua-música;"Sua Música";"Rio De Janeiro, Rio de Janeiro, Brazil";"Content, Digital Entertainment, Music"
sua-tecnologia;"Sua Tecnologia";"Cuiabá, Mato Grosso, Brazil";"Information Technology, Mobile Apps, Software"
suafestaminhacasa;"Sua Festa Minha Casa";"Blumenau, Santa Catarina, Brazil";"Advertising, Event Management, Information Technology, Property Management, Search Engine"
suahouse-com;Suahouse.com;"São Paulo, Sao Paulo, Brazil";"Information Technology, Real Estate, Software"
